,Unnamed: 0,id,season,week,seasonType,startDate,startTimeTBD,completed,neutralSite,conferenceGame,attendance,venueId,venue,homeId,homeTeam,homeClassification,homeConference,homePoints,homeLineScores,homePostgameWinProbability,homePregameElo,homePostgameElo,awayId,awayTeam,awayClassification,awayConference,awayPoints,awayLineScores,awayPostgameWinProbability,awayPregameElo,awayPostgameElo,excitementIndex,highlights,notes,pointsDifference,closeGame
0,0,401282714,2021,1,regular,2021-08-28T17:20:00.000Z,False,True,False,True,41064.0,3832,"Memorial Stadium (Champaign, IL)",356,Illinois,fbs,Big Ten,30,"[2, 14, 14, 0]",0.4056606386617034,1392.0,1411.0,158,Nebraska,fbs,Big Ten,22,"[0, 9, 7, 6]",0.5943393613382966,1503.0,1484.0,5.4859812562,,,8,True
6,6,401300995,2021,1,regular,2021-09-02T23:00:00.000Z,False,True,False,False,43928.0,3652,FBC Mortgage Stadium,2116,UCF,fbs,American Athletic,36,"[0, 14, 14, 8]",0.9342124591737913,1648.0,1651.0,68,Boise State,fbs,Mountain West,31,"[14, 10, 0, 7]",0.0657875408262088,1602.0,1599.0,10.2014008911,,,5,True
12,12,401300994,2021,1,regular,2021-09-02T23:30:00.000Z,False,True,False,False,15085.0,3674,Chapman Stadium,202,Tulsa,fbs,American Athletic,17,"[3, 7, 7, 0]",0.4819018305582381,,,302,UC Davis,fcs,Big Sky,19,"[7, 3, 3, 6]",0.5180981694417619,,,6.1233812195,,,-2,True
19,19,401310694,2021,1,regular,2021-09-03T02:00:00.000Z,False,True,False,False,21970.0,6501,Allegiant Stadium,2439,UNLV,fbs,Mountain West,33,"[0, 6, 0, 14, 7, 6]",0.071793422110216,,,331,Eastern Washington,fcs,Big Sky,35,"[0, 3, 17, 0, 7, 8]",0.928206577889784,,,6.630977027,,,-2,True
21,21,401309937,2021,1,regular,2021-09-03T22:00:00.000Z,False,True,False,True,65632.0,3799,Lane Stadium,259,Virginia Tech,fbs,ACC,17,"[7, 7, 0, 3]",0.9657623026389908,1535.0,1556.0,153,North Carolina,fbs,ACC,10,"[0, 0, 7, 3]",0.0342376973610091,1725.0,1704.0,6.1739447701,,,7,True
24,24,401282052,2021,1,regular,2021-09-03T23:00:00.000Z,False,True,False,False,14125.0,4418,Jerry Richardson Stadium,2429,Charlotte,fbs,Conference USA,31,"[7, 3, 7, 14]",0.3802794763077427,1366.0,1366.0,150,Duke,fbs,ACC,28,"[0, 14, 0, 14]",0.6197205236922573,1295.0,1295.0,9.9391115015,,,3,True
25,25,401287888,2021,1,regular,2021-09-04T00:00:00.000Z,False,True,False,False,26103.0,3833,Memorial Stadium,2305,Kansas,fbs,Big 12,17,"[0, 7, 3, 7]",0.3566755518023538,,,233,South Dakota,fcs,MVFC,14,"[0, 0, 7, 7]",0.6433244481976462,,,6.3957990631,,,3,True
29,29,401287894,2021,1,regular,2021-09-04T16:00:00.000Z,False,True,False,False,42206.0,3835,"Memorial Stadium (Norman, OK)",201,Oklahoma,fbs,Big 12,40,"[14, 23, 3, 0]",0.0213901356301907,1875.0,1869.0,2655,Tulane,fbs,American Athletic,35,"[14, 0, 8, 13]",0.9786098643698092,1597.0,1603.0,2.1698702327,,,5,True
37,37,401282815,2021,1,regular,2021-09-04T16:00:00.000Z,False,True,False,True,76832.0,347,Camp Randall Stadium,275,Wisconsin,fbs,Big Ten,10,"[0, 0, 7, 3]",0.8185644967745165,1745.0,1728.0,213,Penn State,fbs,Big Ten,16,"[0, 0, 7, 9]",0.1814355032254835,1668.0,1685.0,8.6262290777,,,-6,True
40,40,401309838,2021,1,regular,2021-09-04T18:00:00.000Z,False,True,False,False,43276.0,3626,Autzen Stadium,2483,Oregon,fbs,Pac-12,31,"[14, 7, 0, 10]",0.6554397056353632,1698.0,1700.0,278,Fresno State,fbs,Mountain West,24,"[0, 13, 8, 3]",0.3445602943646367,1566.0,1564.0,6.5519471201,,,7,True
