,Game ID,thirdDownEff,completionAttempts,yardsPerPass,rushingYards
1352,401531340,0.4705882352941176,0.4642857142857143,6.5,194.0
1292,401531338,0.3571428571428571,0.5862068965517241,4.4,167.0
1299,401526835,0.4615384615384615,0.64,11.9,197.0
1279,401526834,0.3571428571428571,0.5609756097560976,8.3,124.0
1517,401525905,0.3333333333333333,0.46875,6.2,130.0
1523,401525904,0.4782608695652174,0.5,6.0,209.0
1520,401525902,0.3333333333333333,0.85,10.8,119.0
1492,401525898,0.5714285714285714,0.5,7.8,238.0
1494,401525896,0.4545454545454545,0.6875,10.1,234.0
1480,401525893,0.3571428571428571,0.5769230769230769,6.7,217.0
1471,401525891,0.2727272727272727,0.6666666666666666,8.4,88.0
1459,401525888,0.4666666666666667,0.4,5.5,207.0
1433,401525884,0.1538461538461538,0.6046511627906976,7.6,30.0
1441,401525883,0.4166666666666667,0.7027027027027027,9.3,148.0
1446,401525882,0.5,0.7777777777777778,9.6,75.0
1442,401525881,0.3333333333333333,0.7037037037037037,9.9,248.0
1443,401525880,0.4615384615384615,0.7837837837837838,7.1,150.0
1425,401525879,0.5555555555555556,0.6153846153846154,6.8,87.0
1411,401525874,0.2,0.7368421052631579,9.0,269.0
1381,401525871,0.25,0.5333333333333333,8.3,149.0
1395,401525869,0.3076923076923077,0.6956521739130435,8.2,14.0
1382,401525868,0.4666666666666667,0.6129032258064516,5.2,288.0
1369,401525864,0.5384615384615384,0.6764705882352942,12.1,90.0
1362,401525862,0.6842105263157895,0.5263157894736842,10.3,155.0
1341,401525861,0.3571428571428571,0.8421052631578947,9.8,156.0
1340,401525857,0.375,0.4411764705882353,4.5,220.0
1327,401525856,0.3846153846153846,0.5,9.0,235.0
1335,401525853,0.375,0.5609756097560976,7.3,135.0
1319,401525851,0.5,0.6216216216216216,6.9,242.0
1300,401525850,0.1111111111111111,0.3488372093023256,3.7,160.0
1301,401525846,0.2941176470588235,0.4791666666666667,5.8,131.0
1275,401525838,0.2727272727272727,0.7083333333333334,9.7,38.0
1289,401525837,0.4666666666666667,0.6818181818181818,5.1,150.0
1283,401525835,0.4705882352941176,0.5294117647058824,7.8,273.0
1267,401525831,0.5294117647058824,0.5581395348837209,6.0,183.0
1268,401525827,0.4285714285714285,0.5185185185185185,7.8,173.0
1247,401525825,0.4117647058823529,0.6595744680851063,7.2,93.0
1246,401525819,0.3076923076923077,0.5,5.8,208.0
1510,401525563,0.4,0.75,11.0,121.0
1487,401525559,0.1428571428571428,0.5666666666666667,7.5,124.0
1481,401525558,0.4285714285714285,0.6153846153846154,8.4,159.0
1486,401525555,0.2857142857142857,0.5777777777777777,6.0,159.0
1475,401525553,0.25,0.52,6.8,154.0
1466,401525550,0.25,0.3333333333333333,6.8,131.0
1472,401525549,0.3333333333333333,0.5862068965517241,6.9,179.0
1454,401525546,0.2666666666666666,0.625,9.8,120.0
1427,401525540,0.3,0.4117647058823529,2.2,209.0
1426,401525539,0.3846153846153846,0.8421052631578947,12.7,159.0
1414,401525538,0.4210526315789473,0.631578947368421,6.3,138.0
1419,401525537,0.6,0.68,12.4,267.0
1412,401525534,0.3888888888888889,0.6470588235294118,5.2,101.0
1390,401525532,0.45,0.6222222222222222,6.7,112.0
1397,401525531,0.3076923076923077,0.5,7.2,143.0
1403,401525529,0.2857142857142857,0.5294117647058824,9.2,31.0
1343,401525521,0.2777777777777778,0.5576923076923077,6.1,104.0
1356,401525519,0.5,0.6666666666666666,8.0,165.0
1347,401525517,0.1666666666666666,0.6,5.5,102.0
1325,401525513,0.25,0.6470588235294118,7.3,59.0
1318,401525512,0.2,0.52,4.5,89.0
1294,401525511,0.1538461538461538,0.5428571428571428,4.6,184.0
1293,401525507,0.4285714285714285,0.6578947368421053,7.4,146.0
1290,401525505,0.3571428571428571,0.6,9.0,113.0
1276,401525504,0.2,0.4074074074074074,8.6,67.0
1277,401525500,0.4210526315789473,0.5882352941176471,9.0,152.0
1252,401525498,0.3076923076923077,0.7692307692307693,14.5,18.0
1264,401525496,0.3571428571428571,0.3125,5.6,83.0
1258,401525495,0.4705882352941176,0.5116279069767442,6.4,219.0
1253,401525490,0.4444444444444444,0.6666666666666666,8.7,264.0
1240,401525464,0.3529411764705882,0.4473684210526316,4.4,146.0
1238,401525462,0.4615384615384615,0.59375,9.8,175.0
1434,401525451,0.3846153846153846,0.5714285714285714,3.1,247.0
1430,401525441,0.2307692307692307,0.4333333333333333,4.9,183.0
1334,401525438,0.4,0.4444444444444444,5.0,189.0
1518,401524068,0.4117647058823529,0.6530612244897959,6.5,64.0
1513,401524067,0.3333333333333333,0.72,9.0,37.0
1496,401524060,0.25,0.4848484848484848,5.1,148.0
1464,401524056,0.4545454545454545,0.5666666666666667,8.9,115.0
1462,401524052,0.3333333333333333,0.6285714285714286,7.5,77.0
1467,401524051,0.3333333333333333,0.5833333333333334,6.0,125.0
1450,401524050,0.3333333333333333,0.6,6.0,4.0
1452,401524046,0.3571428571428571,0.6153846153846154,6.3,-7.0
1416,401524041,0.4285714285714285,0.6410256410256411,7.5,235.0
1420,401524039,0.5,0.5454545454545454,8.4,131.0
1405,401524038,0.2941176470588235,0.5531914893617021,4.2,145.0
1402,401524037,0.3636363636363636,0.6857142857142857,7.3,145.0
1370,401524034,0.625,0.75,7.7,204.0
1364,401524029,0.4615384615384615,0.7021276595744681,8.5,132.0
1344,401524028,0.1538461538461538,0.5,5.1,12.0
1353,401524026,0.3529411764705882,0.64,6.7,57.0
1359,401524025,0.5,0.7142857142857143,8.7,203.0
1322,401524023,0.5,0.6666666666666666,8.2,193.0
1326,401524022,0.2,0.627906976744186,8.4,77.0
1337,401524021,0.3846153846153846,0.6923076923076923,5.9,110.0
1308,401524019,0.4285714285714285,0.5,5.8,242.0
1297,401524017,0.1764705882352941,0.4285714285714285,6.7,9.0
1303,401524016,0.4375,0.5625,7.7,108.0
1287,401524010,0.5,0.4583333333333333,8.6,180.0
1288,401524007,0.5,0.7291666666666666,8.3,102.0
1266,401524002,0.5833333333333334,0.631578947368421,7.4,174.0
1250,401523999,0.2727272727272727,0.4285714285714285,7.8,121.0
1241,401523994,0.5882352941176471,0.5714285714285714,6.6,262.0
1237,401523987,0.3846153846153846,0.5,7.7,87.0
1309,401521330,0.5,0.68,7.0,176.0
1527,401520445,0.2857142857142857,0.5517241379310345,6.2,130.0
1507,401520440,0.25,0.7948717948717948,7.1,66.0
1506,401520438,0.0909090909090909,0.5483870967741935,7.3,133.0
1519,401520437,0.1538461538461538,0.5666666666666667,8.3,85.0
1505,401520434,0.4444444444444444,0.6,9.0,107.0
1504,401520432,0.5294117647058824,0.7272727272727273,7.3,161.0
1516,401520431,0.3846153846153846,0.7142857142857143,9.9,107.0
1522,401520430,0.1818181818181818,0.5238095238095238,7.5,205.0
1515,401520427,0.3333333333333333,0.3529411764705882,5.5,244.0
1500,401520425,0.4705882352941176,0.5357142857142857,6.8,75.0
1491,401520423,0.25,0.5555555555555556,6.0,86.0
1497,401520422,0.3846153846153846,0.625,7.0,195.0
1495,401520418,0.4615384615384615,0.5,5.0,122.0
1478,401520414,0.375,0.7391304347826086,6.1,303.0
1498,401520413,0.4545454545454545,0.6923076923076923,9.2,261.0
1483,401520411,0.5625,0.5853658536585366,8.9,89.0
1476,401520410,0.4166666666666667,0.6774193548387096,8.0,15.0
1490,401520406,0.3333333333333333,0.4680851063829787,4.6,65.0
1477,401520405,0.4705882352941176,0.5588235294117647,5.8,205.0
1479,401520403,0.4,0.7222222222222222,7.8,105.0
1456,401520392,0.2222222222222222,0.4761904761904761,4.1,183.0
1457,401520383,0.5384615384615384,0.6666666666666666,8.8,162.0
1458,401520381,0.5333333333333333,0.6956521739130435,6.8,239.0
1449,401520378,0.2307692307692307,0.5833333333333334,8.9,154.0
1429,401520374,0.4545454545454545,0.7380952380952381,7.3,152.0
1439,401520373,0.3529411764705882,0.6,4.1,89.0
1445,401520372,0.3125,0.5555555555555556,4.9,168.0
1440,401520370,0.25,0.5,7.6,93.0
1431,401520369,0.3333333333333333,0.4285714285714285,4.6,148.0
1432,401520365,0.4375,0.4883720930232558,5.7,101.0
1428,401520363,0.4705882352941176,0.6190476190476191,6.7,112.0
1410,401520356,0.4,0.6382978723404256,5.8,117.0
1417,401520353,0.4545454545454545,0.717948717948718,9.5,72.0
1409,401520351,0.4,0.4583333333333333,5.4,92.0
1408,401520349,0.5,0.4285714285714285,7.5,204.0
1407,401520348,0.5,0.575,5.6,129.0
1406,401520345,0.2727272727272727,0.7407407407407407,8.8,133.0
1388,401520344,0.3846153846153846,0.5588235294117647,5.1,193.0
1384,401520343,0.0625,0.4285714285714285,4.5,49.0
1392,401520342,0.2,0.5217391304347826,7.7,81.0
1394,401520338,0.2666666666666666,0.3571428571428571,4.1,11.0
1391,401520336,0.4375,0.6190476190476191,4.8,223.0
1398,401520335,0.2857142857142857,0.7058823529411765,7.2,153.0
1383,401520334,0.2941176470588235,0.6129032258064516,3.1,103.0
1380,401520331,0.3571428571428571,0.6458333333333334,6.4,104.0
1378,401520330,0.4,0.6486486486486487,9.0,96.0
1379,401520329,0.3888888888888889,0.5,5.2,89.0
1371,401520326,0.3333333333333333,0.4705882352941176,6.6,54.0
1372,401520325,0.5,0.7666666666666667,10.4,152.0
1365,401520324,0.3333333333333333,0.6206896551724138,4.6,106.0
1373,401520320,0.3333333333333333,0.7,7.2,93.0
1366,401520316,0.2857142857142857,0.5833333333333334,6.3,100.0
1360,401520313,0.2307692307692307,0.6382978723404256,7.2,79.0
1348,401520310,0.3333333333333333,0.56,9.6,67.0
1351,401520309,0.4,0.673469387755102,7.4,112.0
1355,401520308,0.4375,0.6410256410256411,6.4,36.0
1345,401520306,0.4666666666666667,0.6,5.6,162.0
1349,401520302,0.4736842105263157,0.625,6.2,96.0
1342,401520298,0.3,0.7692307692307693,8.1,161.0
1338,401520296,0.2857142857142857,0.6428571428571429,6.1,72.0
1339,401520295,0.2352941176470588,0.5121951219512195,6.3,138.0
1320,401520292,0.3571428571428571,0.71875,8.0,218.0
1332,401520288,0.5,0.7105263157894737,10.9,223.0
1330,401520280,0.1666666666666666,0.55,4.4,219.0
1317,401520276,0.35,0.5897435897435898,7.7,133.0
1295,401520271,0.2,0.6,6.9,13.0
1311,401520267,0.3571428571428571,0.625,10.1,32.0
1313,401520264,0.2307692307692307,0.7368421052631579,8.1,244.0
1305,401520262,0.4117647058823529,0.7317073170731707,6.8,151.0
1312,401520259,0.3888888888888889,0.6595744680851063,6.7,83.0
1307,401520258,0.6153846153846154,0.6774193548387096,9.3,137.0
1314,401520256,0.2941176470588235,0.5909090909090909,4.8,263.0
1296,401520255,0.3529411764705882,0.5714285714285714,5.2,97.0
1316,401520253,0.5,0.6,10.3,180.0
1281,401520247,0.3888888888888889,0.4864864864864865,9.1,83.0
1280,401520246,0.3888888888888889,0.46875,5.3,173.0
1274,401520236,0.4705882352941176,0.6410256410256411,6.9,138.0
1278,401520230,0.3846153846153846,0.7058823529411765,8.8,58.0
1282,401520229,0.3076923076923077,0.6,8.7,215.0
1286,401520220,0.1538461538461538,0.6857142857142857,7.1,177.0
1251,401520215,0.1666666666666666,0.45,6.9,11.0
1265,401520206,0.5,0.6111111111111112,6.1,66.0
1269,401520205,0.3076923076923077,0.7021276595744681,7.2,91.0
1257,401520194,0.3888888888888889,0.5227272727272727,4.6,87.0
1263,401520189,0.3571428571428571,0.6,8.6,247.0
1271,401520186,0.2222222222222222,0.5526315789473685,4.2,113.0
1245,401520175,0.4,0.5,8.9,172.0
1239,401520170,0.25,0.5666666666666667,8.5,109.0
1248,401520155,0.4666666666666667,0.5405405405405406,6.2,186.0
1244,401520153,0.3333333333333333,0.4772727272727273,4.8,165.0
1236,401520148,0.4545454545454545,0.5789473684210527,6.0,181.0
1233,401520147,0.2727272727272727,0.7714285714285715,10.0,40.0
1234,401520146,0.25,0.3571428571428571,0.3,178.0
1231,401520145,0.25,0.5862068965517241,7.2,156.0
1206,401506450,0.4117647058823529,0.6170212765957447,5.4,52.0
1220,401470891,0.3333333333333333,0.5142857142857142,5.9,116.0
1227,401443543,0.4375,0.6,6.2,105.0
1225,401443542,0.5,0.6666666666666666,9.4,141.0
1214,401442042,0.25,0.6774193548387096,6.3,129.0
1216,401442037,0.3333333333333333,0.6153846153846154,8.5,73.0
1226,401442036,0.3333333333333333,0.6326530612244898,5.9,65.0
1224,401442035,0.2777777777777778,0.4583333333333333,5.6,27.0
1223,401442034,0.4,0.6595744680851063,7.9,51.0
1222,401442033,0.4705882352941176,0.5833333333333334,10.1,253.0
1221,401442032,0.4375,0.6274509803921569,6.5,147.0
1219,401442030,0.5294117647058824,0.6607142857142857,9.7,59.0
1228,401442016,0.2307692307692307,0.6,9.8,186.0
1229,401442015,0.3333333333333333,0.6764705882352942,10.2,119.0
1230,401442013,0.7333333333333333,0.7115384615384616,8.9,132.0
1215,401442009,0.25,0.4418604651162791,7.2,55.0
1213,401442006,0.25,0.6190476190476191,7.2,102.0
1218,401442005,0.2142857142857142,0.4516129032258064,7.4,52.0
1212,401442001,0.5,0.5277777777777778,7.2,176.0
1217,401441998,0.4666666666666667,0.6170212765957447,7.6,89.0
1211,401441997,0.5555555555555556,0.7297297297297297,5.9,171.0
1210,401441994,0.2727272727272727,0.5476190476190477,4.7,147.0
1209,401441993,0.2857142857142857,0.5555555555555556,6.0,110.0
1207,401437030,0.1333333333333333,0.5,7.0,218.0
1197,401426618,0.3636363636363636,0.48,9.8,253.0
1194,401426617,0.3076923076923077,0.5909090909090909,10.4,186.0
1188,401426615,0.4210526315789473,0.675,7.1,178.0
1202,401426614,0.3333333333333333,0.5471698113207547,7.8,83.0
1165,401426608,0.4285714285714285,0.7419354838709677,6.9,137.0
1109,401426602,0.4285714285714285,0.6923076923076923,8.5,221.0
1097,401426601,0.5625,0.5357142857142857,5.7,154.0
1089,401426595,0.375,0.5294117647058824,5.6,280.0
1083,401426594,0.5263157894736842,0.7,6.4,184.0
1058,401426592,0.3636363636363636,0.4166666666666667,8.0,231.0
1069,401426591,0.4666666666666667,0.4838709677419355,10.5,22.0
1066,401426590,0.2352941176470588,0.5405405405405406,6.2,144.0
1073,401426589,0.3636363636363636,0.6,8.2,165.0
1045,401426585,0.125,0.3571428571428571,7.0,64.0
1020,401426582,0.4615384615384615,0.7142857142857143,7.6,108.0
1002,401426578,0.4375,0.6842105263157895,7.1,64.0
1005,401426577,0.5384615384615384,0.6666666666666666,9.9,122.0
1000,401426573,0.4545454545454545,0.5526315789473685,9.1,100.0
977,401426570,0.3636363636363636,0.625,8.4,92.0
983,401426566,0.3125,0.6,7.7,190.0
948,401426563,0.3571428571428571,0.7333333333333333,7.3,216.0
957,401426554,0.6666666666666666,0.6470588235294118,10.1,259.0
922,401426553,0.4375,0.7222222222222222,16.9,181.0
941,401426552,0.2857142857142857,0.32,4.4,187.0
936,401426551,0.3333333333333333,0.6666666666666666,7.6,241.0
913,401426542,0.4166666666666667,0.6222222222222222,7.5,104.0
916,401426536,0.5384615384615384,0.5714285714285714,8.7,114.0
901,401426533,0.5882352941176471,0.7073170731707317,8.5,121.0
1189,401426390,0.4375,0.7407407407407407,11.2,62.0
1190,401426389,0.4666666666666667,0.5833333333333334,7.9,96.0
1201,401426382,0.3846153846153846,0.5769230769230769,9.7,376.0
1168,401426380,0.2,0.55,5.9,54.0
1166,401426379,0.4,0.5588235294117647,5.8,102.0
1164,401426378,0.2307692307692307,0.5333333333333333,11.7,81.0
1138,401426373,0.2941176470588235,0.4411764705882353,5.2,116.0
1133,401426372,0.5416666666666666,0.6097560975609756,8.5,186.0
1145,401426371,0.4,0.5128205128205128,8.0,52.0
1112,401426368,0.5,0.7073170731707317,5.8,130.0
1113,401426367,0.4375,0.4482758620689655,3.9,203.0
1110,401426365,0.3333333333333333,0.5777777777777777,6.2,88.0
1098,401426364,0.4545454545454545,0.6785714285714286,10.0,88.0
1076,401426358,0.1428571428571428,0.6046511627906976,5.8,-6.0
1071,401426356,0.25,0.5348837209302325,7.3,133.0
1057,401426354,0.3076923076923077,0.7073170731707317,5.5,30.0
1041,401426352,0.3333333333333333,0.65625,6.5,86.0
1047,401426351,0.4285714285714285,0.7352941176470589,6.9,50.0
1048,401426350,0.25,0.7407407407407407,13.7,67.0
1043,401426349,0.4375,0.5833333333333334,9.8,207.0
1027,401426344,0.5384615384615384,0.8709677419354839,9.0,145.0
1013,401426342,0.5714285714285714,0.6122448979591837,7.3,91.0
999,401426341,0.375,0.6111111111111112,3.2,161.0
1003,401426337,0.4705882352941176,0.6046511627906976,6.6,178.0
985,401426336,0.3888888888888889,0.6097560975609756,6.5,86.0
976,401426335,0.25,0.6571428571428571,8.1,112.0
954,401426333,0.5454545454545454,0.6216216216216216,8.2,46.0
937,401426332,0.3333333333333333,0.7368421052631579,11.8,47.0
905,401426330,0.2941176470588235,0.5833333333333334,5.5,136.0
1193,401416653,0.3333333333333333,0.7142857142857143,5.9,181.0
1180,401416651,0.2222222222222222,0.3673469387755102,4.8,99.0
1177,401416648,0.4285714285714285,0.6060606060606061,4.3,265.0
1152,401416646,0.0,0.6363636363636364,7.5,200.0
1153,401416645,0.3846153846153846,0.5454545454545454,8.5,159.0
1151,401416644,0.3333333333333333,0.4193548387096774,7.8,116.0
1150,401416642,0.3529411764705882,0.55,8.2,153.0
1122,401416640,0.45,0.59375,6.0,240.0
1123,401416639,0.2857142857142857,0.5,6.2,131.0
1120,401416637,0.2727272727272727,0.5294117647058824,6.6,163.0
1121,401416636,0.25,0.3714285714285714,2.7,187.0
1096,401416635,0.3333333333333333,0.5925925925925926,7.1,127.0
1095,401416632,0.4,0.6097560975609756,4.5,225.0
1084,401416630,0.4375,0.5416666666666666,4.1,118.0
1060,401416628,0.4705882352941176,0.7441860465116279,8.9,109.0
1070,401416627,0.1538461538461538,0.5526315789473685,5.8,83.0
1063,401416626,0.2941176470588235,0.5106382978723404,5.1,201.0
1064,401416625,0.2857142857142857,0.5,6.1,267.0
1065,401416624,0.5,0.5769230769230769,6.8,114.0
1033,401416622,0.4,0.5294117647058824,5.4,98.0
1034,401416619,0.3333333333333333,0.6666666666666666,6.8,20.0
1015,401416618,0.4705882352941176,0.575,7.7,109.0
1016,401416613,0.25,0.475,5.3,130.0
994,401416611,0.2666666666666666,0.6410256410256411,8.3,128.0
996,401416610,0.3571428571428571,0.5384615384615384,4.6,240.0
997,401416609,0.6470588235294118,0.5882352941176471,6.6,184.0
993,401416608,0.4117647058823529,0.5862068965517241,6.7,332.0
969,401416606,0.4545454545454545,0.7714285714285715,14.4,137.0
935,401416596,0.5,0.6764705882352942,9.0,159.0
932,401416595,0.5,0.575,7.1,148.0
926,401416594,0.2666666666666666,0.5853658536585366,7.3,146.0
902,401416592,0.6666666666666666,0.7142857142857143,7.9,165.0
906,401416590,0.6666666666666666,0.6862745098039216,6.9,141.0
899,401416568,0.25,0.6176470588235294,7.8,189.0
1204,401415668,0.2307692307692307,0.5531914893617021,8.2,120.0
1203,401415667,0.4444444444444444,0.65,7.0,298.0
1198,401415666,0.5882352941176471,0.6,6.4,152.0
1179,401415665,0.3333333333333333,0.3846153846153846,3.9,235.0
1192,401415664,0.5333333333333333,0.7142857142857143,8.4,48.0
1155,401415661,0.25,0.5757575757575758,7.0,84.0
1154,401415659,0.4,0.84,9.6,259.0
1140,401415657,0.5,0.5897435897435898,6.1,155.0
1134,401415655,0.5625,0.711864406779661,8.2,47.0
1124,401415654,0.2941176470588235,0.5652173913043478,6.1,174.0
1107,401415651,0.6428571428571429,0.6666666666666666,7.3,149.0
1087,401415646,0.25,0.5,5.6,20.0
1082,401415645,0.4615384615384615,0.72,5.8,244.0
1086,401415644,0.2857142857142857,0.5434782608695652,6.5,35.0
1059,401415641,0.1333333333333333,0.525,4.5,80.0
1050,401415637,0.5333333333333333,0.7297297297297297,11.0,84.0
1031,401415635,0.5,0.375,5.8,372.0
1014,401415633,0.5333333333333333,0.5238095238095238,6.6,224.0
1008,401415630,0.5333333333333333,0.6470588235294118,8.3,156.0
987,401415625,0.5,0.6666666666666666,6.3,175.0
978,401415624,0.4666666666666667,0.6470588235294118,7.9,103.0
938,401415620,0.5,0.5806451612903226,8.4,126.0
921,401415613,0.25,0.4705882352941176,3.9,208.0
910,401415611,0.3125,0.3846153846153846,10.4,184.0
1200,401415272,0.3157894736842105,0.6,6.2,182.0
1176,401415266,0.2857142857142857,0.6216216216216216,7.8,139.0
1174,401415265,0.3846153846153846,0.6666666666666666,8.6,84.0
1171,401415261,0.1,0.1875,1.9,278.0
1125,401415259,0.4,0.5454545454545454,5.2,221.0
1143,401415258,0.4615384615384615,0.6923076923076923,9.7,121.0
1149,401415257,0.2666666666666666,0.4893617021276595,6.5,235.0
